State,PC No,Constituency,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
HARYANA,3,SIRSA,11,RAN SINGH PANWAR,INDEPENDENT,1548,2,1550,0.11
HARYANA,3,SIRSA,12,RAJINDER KUMAR,BHARATIYA ASHA PARTY,1239,3,1242,0.09
HARYANA,3,SIRSA,13,BAGDAWAT RAM,INDEPENDENT,1221,3,1224,0.09
HARYANA,3,SIRSA,14,JASVIR SINGH,INDEPENDENT,1128,8,1136,0.08
HARYANA,3,SIRSA,15,NAVEEN KUMAR COMMANDO,INDEPENDENT,1113,3,1116,0.08
HARYANA,3,SIRSA,16,SUKHDEV SINGH SANDHU,INDEPENDENT,993,6,999,0.07
HARYANA,3,SIRSA,17,DR. RAJESH MEHANDIA,BAHUJAN REPUBLICAN  SOCIALIST PARTY,931,0,931,0.07
HARYANA,3,SIRSA,18,DHARAMPAL VARTIA,LOKTANTRIK LOK RAJYAM PARTY,916,3,919,0.07
HARYANA,3,SIRSA,19,SURENDER KUMAR PHULAN,INDEPENDENT,614,3,617,0.05
HARYANA,3,SIRSA,20,NOTA,NONE OF THE ABOVE,4106,17,4123,0.3
HARYANA,4,HISAR,1,JAI PARKASH (J P) S/O HARIKESH,INDIAN NATIONAL CONGRESS,567194,3230,570424,48.58
HARYANA,4,HISAR,2,RANJIT SINGH,BHARATIYA JANATA PARTY,504944,2099,507043,43.19
HARYANA,4,HISAR,3,DESH RAJ,BAHUJAN SAMAJ PARTY,25892,123,26015,2.22
HARYANA,4,HISAR,4,SUNAINA CHAUTALA,INDIAN NATIONAL LOK DAL,22171,132,22303,1.9
HARYANA,4,HISAR,5,NAINA SINGH CHAUTALA,JANNAYAK JANTA PARTY,21910,122,22032,1.88
HARYANA,4,HISAR,6,PARDEEP DAHIYA,INDEPENDENT,3607,1,3608,0.31
HARYANA,4,HISAR,7,JAI PRAKASH (J.P.) S/O UMA DUTT,INDEPENDENT,3267,6,3273,0.28
HARYANA,4,HISAR,8,JILE SINGH,INDEPENDENT,3196,0,3196,0.27
HARYANA,4,HISAR,9,POONAM MOR,INDEPENDENT,1237,4,1241,0.11
HARYANA,4,HISAR,10,ISHWAR JHAJHRIA,INDEPENDENT,1121,1,1122,0.1
HARYANA,4,HISAR,11,ATMA RAM BISHNOI,INDEPENDENT,1091,6,1097,0.09
HARYANA,4,HISAR,12,KULBIR,INDEPENDENT,1041,0,1041,0.09
HARYANA,4,HISAR,13,CHANDER MOHAN,INDEPENDENT,995,3,998,0.09
HARYANA,4,HISAR,14,ADVOCATE PARDEEP SIHMAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),871,5,876,0.07
HARYANA,4,HISAR,15,AJIT SINGH,INDEPENDENT,794,2,796,0.07
HARYANA,4,HISAR,16,DEV GIRI,RASHTRIYA LOKSWARAJ PARTY,719,7,726,0.06
HARYANA,4,HISAR,17,DINESH KUMAR,INDEPENDENT,699,4,703,0.06
HARYANA,4,HISAR,18,MASTER VIJENDER JITPURA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),654,3,657,0.06
HARYANA,4,HISAR,19,RAJENDER KUMAR,INDEPENDENT,485,1,486,0.04
HARYANA,4,HISAR,20,NEERAJ KUMAR “CHHATTAR”,BHARATIYA ASHA PARTY,419,4,423,0.04
HARYANA,4,HISAR,21,MANDEEP,INDEPENDENT,404,1,405,0.03
HARYANA,4,HISAR,22,JAGAT SINGH,VIKAS INDIA PARTY,374,8,382,0.03
HARYANA,4,HISAR,23,PARJAPATI RAKESH DHUWARIA,INDEPENDENT,372,2,374,0.03
HARYANA,4,HISAR,24,RANDHIR SINGH,INDEPENDENT,352,1,353,0.03
HARYANA,4,HISAR,25,SURENDER KUMAR,INDEPENDENT,326,0,326,0.03
HARYANA,4,HISAR,26,SURENDER,INDEPENDENT,308,0,308,0.03
HARYANA,4,HISAR,27,VIJAY SINGH,INDEPENDENT,270,2,272,0.02
HARYANA,4,HISAR,28,YOGESH BOORA,INDEPENDENT,267,2,269,0.02
HARYANA,4,HISAR,29,NOTA,NONE OF THE ABOVE,3333,33,3366,0.29
HARYANA,5,KARNAL,1,MANOHAR LAL,BHARATIYA JANATA PARTY,737282,2003,739285,54.93
HARYANA,5,KARNAL,2,DIVYANSHU BUDHIRAJA,INDIAN NATIONAL CONGRESS,504437,2271,506708,37.65
HARYANA,5,KARNAL,3,INDER SINGH,BAHUJAN SAMAJ PARTY,32410,98,32508,2.42
HARYANA,5,KARNAL,4,MARATHA VIRENDER VERMA,NATIONALIST CONGRESS PARTY – SHARADCHANDRA PAWAR,28984,167,29151,2.17
HARYANA,5,KARNAL,5,DEVENDER KADIAN,JANNAYAK JANTA PARTY,11399,68,11467,0.85
HARYANA,5,KARNAL,6,MANOJ BANSAL,INDEPENDENT,4000,4,4004,0.3
HARYANA,5,KARNAL,7,GULSHAN KASHYAP,INDEPENDENT,2987,7,2994,0.22
HARYANA,5,KARNAL,8,ASHOK KATARIA,SAMST SAMAJ PARTY,2898,6,2904,0.22
HARYANA,5,KARNAL,9,HARJEET SINGH VIRK,SHIROMANI AKALI DAL (AMRITSAR)(SIMRANJIT SINGH MANN),1857,9,1866,0.14
HARYANA,5,KARNAL,10,SONIA,INDEPENDENT,1846,5,1851,0.14
HARYANA,5,KARNAL,11,MANISH,INDEPENDENT,1587,0,1587,0.12
HARYANA,5,KARNAL,12,LEENA KOHLI,INDEPENDENT,1281,11,1292,0.1
HARYANA,5,KARNAL,13,NITIN GEHLOT,PEOPLES PARTY OF INDIA (DEMOCRATIC),1252,1,1253,0.09
HARYANA,5,KARNAL,14,BALWAN SINGH,INDEPENDENT,1186,2,1188,0.09
HARYANA,5,KARNAL,15,VINEET CHOUDHARY,BHARATIYA ASHA PARTY,1018,2,1020,0.08
HARYANA,5,KARNAL,16,ROOP SINGH,RASHTRIYA GARIB DAL,766,3,769,0.06
HARYANA,5,KARNAL,17,SAWAMI AGNIVESH,INDEPENDENT,748,4,752,0.06
HARYANA,5,KARNAL,18,AZAD SINGH PUNIA,INDEPENDENT,703,2,705,0.05
HARYANA,5,KARNAL,19,ASHOK KUMAR,INDEPENDENT,631,2,633,0.05
HARYANA,5,KARNAL,20,NOTA,NONE OF THE ABOVE,3925,30,3955,0.29
HARYANA,6,SONIPAT,1,SATPAL BRAHAMCHARI,INDIAN NATIONAL CONGRESS,546163,2519,548682,48.82
HARYANA,6,SONIPAT,2,MOHAN LAL BADOLI,BHARATIYA JANATA PARTY,525069,1797,526866,46.88
HARYANA,6,SONIPAT,3,UMESH KUMAR,BAHUJAN SAMAJ PARTY,12742,80,12822,1.14
HARYANA,6,SONIPAT,4,ANOOP SINGH,INDIAN NATIONAL LOK DAL,11384,139,11523,1.03
HARYANA,6,SONIPAT,5,BHUPENDER SINGH MALIK,JANNAYAK JANTA PARTY,7716,104,7820,0.7
HARYANA,6,SONIPAT,6,SANT DHARAMVEER CHOTIVALA,INDEPENDENT,2150,4,2154,0.19
HARYANA,6,SONIPAT,7,RAMESH,INDEPENDENT,1651,0,1651,0.15
HARYANA,6,SONIPAT,8,NARESH KASHYAP,AAM AADMI PARIVARTAN PARTY,1622,36,1658,0.15
HARYANA,6,SONIPAT,9,SATPAL,INDEPENDENT,1215,2,1217,0.11
HARYANA,6,SONIPAT,10,GAUBHAGAT SUMIT LATHER,INDEPENDENT,877,5,882,0.08
HARYANA,6,SONIPAT,11,DR. KAMLESH KUMAR SAINI,INDEPENDENT,863,3,866,0.08
HARYANA,6,SONIPAT,12,ROHTASH,INDEPENDENT,775,2,777,0.07
HARYANA,6,SONIPAT,13,BALBIR SINGH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),765,3,768,0.07
HARYANA,6,SONIPAT,14,ASHWANI,INDEPENDENT,694,1,695,0.06
HARYANA,6,SONIPAT,15,SANJAY DASS,INDEPENDENT,569,3,572,0.05
HARYANA,6,SONIPAT,16,JAGBEER,INDEPENDENT,521,3,524,0.05
HARYANA,6,SONIPAT,17,SUNIL KUMAR,RASHTRIYA GARIB DAL,456,11,467,0.04
HARYANA,6,SONIPAT,18,RADHEY SHYAM,PEOPLES PARTY OF INDIA (DEMOCRATIC),438,3,441,0.04
HARYANA,6,SONIPAT,19,RAKESH,SAMATA PARTY,407,3,410,0.04
HARYANA,6,SONIPAT,20,NIRMAL SINGH,INDEPENDENT,317,1,318,0.03
HARYANA,6,SONIPAT,21,SURENDER SINGH,INDEPENDENT,295,1,296,0.03
HARYANA,6,SONIPAT,22,RAKESH DHARIWAL,RASHTRIYA JATIGAT AARAKSHAN VIRODHI PARTY,214,1,215,0.02
HARYANA,6,SONIPAT,23,NOTA,NONE OF THE ABOVE,2287,33,2320,0.21
HARYANA,7,ROHTAK,1,DEEPENDER SINGH HOODA,INDIAN NATIONAL CONGRESS,778259,5319,783578,62.76
HARYANA,7,ROHTAK,2,DR. ARVIND KUMAR SHARMA,BHARATIYA JANATA PARTY,435028,3252,438280,35.11
HARYANA,7,ROHTAK,3,RAVINDER,JANNAYAK JANTA PARTY,6209,41,6250,0.5
HARYANA,7,ROHTAK,4,RAKESH SINGH,RASHTRAWADI JANLOK PARTY (SATYA),2706,8,2714,0.22
HARYANA,7,ROHTAK,5,BISHAMBAR KUMAR,INDEPENDENT,2394,0,2394,0.19
HARYANA,7,ROHTAK,6,KALAWATI,INDEPENDENT,2135,15,2150,0.17
HARYANA,7,ROHTAK,7,PARVEEN KUMAR,INDEPENDENT,1927,1,1928,0.15
HARYANA,7,ROHTAK,8,UDEVIR,INDEPENDENT,1530,2,1532,0.12
HARYANA,7,ROHTAK,9,VINOD KUMAR,PEOPLES PARTY OF INDIA (DEMOCRATIC),805,4,809,0.06
HARYANA,7,ROHTAK,10,ASHOK KUMAR,INDEPENDENT,627,2,629,0.05
HARYANA,7,ROHTAK,11,VISHESH BAMEL,BHARATIYA ASHA PARTY,613,5,618,0.05
HARYANA,7,ROHTAK,12,JAIKARAN MANDAUTHI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),600,7,607,0.05
HARYANA,7,ROHTAK,13,JAGBIR SINGH,BHARATHEEYA JAWAN KISAN PARTY,574,19,593,0.05
HARYANA,7,ROHTAK,14,SATISH KUMAR,INDEPENDENT,524,0,524,0.04
HARYANA,7,ROHTAK,15,SURENDER,AAM AADMI PARIVARTAN PARTY,447,23,470,0.04
HARYANA,7,ROHTAK,16,MANISHA,INDEPENDENT,410,21,431,0.03
HARYANA,7,ROHTAK,17,ARVIND KUMAR SHARMA,INDEPENDENT,360,7,367,0.03
HARYANA,7,ROHTAK,18,SATISH KUMAR,EKAM SANATAN BHARAT DAL,359,4,363,0.03
HARYANA,7,ROHTAK,19,ARVIND,INDEPENDENT,330,0,330,0.03
HARYANA,7,ROHTAK,20,ADVOCATE ADITYA DHANKHAR,SUPER POWER INDIA PARTY,275,12,287,0.02
HARYANA,7,ROHTAK,21,MASTER RANDHIR SINGH,INDEPENDENT,267,2,269,0.02
HARYANA,7,ROHTAK,22,MANJEET,INDEPENDENT,267,2,269,0.02
HARYANA,7,ROHTAK,23,SANJAY,INDEPENDENT,210,2,212,0.02
HARYANA,7,ROHTAK,24,YOGESH SHARMA,INDEPENDENT,190,0,190,0.02
HARYANA,7,ROHTAK,25,VINAY,INDEPENDENT,156,3,159,0.01
HARYANA,7,ROHTAK,26,LALIT KUMAR,INDEPENDENT,129,2,131,0.01
HARYANA,7,ROHTAK,27,NOTA,NONE OF THE ABOVE,2321,41,2362,0.19
HARYANA,8,BHIWANI-MAHENDRAGARH,1,DHARAMBIR SINGH,BHARATIYA JANATA PARTY,582735,5929,588664,49.74
HARYANA,8,BHIWANI-MAHENDRAGARH,2,RAO DAN SINGH,INDIAN NATIONAL CONGRESS,541926,5228,547154,46.24
HARYANA,8,BHIWANI-MAHENDRAGARH,3,BAHADUR SINGH,JANNAYAK JANTA PARTY,15076,189,15265,1.29
HARYANA,8,BHIWANI-MAHENDRAGARH,4,SUNIL KUMAR SHARMA,BAHUJAN SAMAJ PARTY,6239,97,6336,0.54
HARYANA,8,BHIWANI-MAHENDRAGARH,5,SUBHASH,RASHTRAWADI JANLOK PARTY (SATYA),4663,32,4695,0.4
HARYANA,8,BHIWANI-MAHENDRAGARH,6,HEMANT,INDEPENDENT,3876,5,3881,0.33
HARYANA,8,BHIWANI-MAHENDRAGARH,7,SEEMA,INDEPENDENT,2961,18,2979,0.25
HARYANA,8,BHIWANI-MAHENDRAGARH,8,VED PRAKASH,INDEPENDENT,1897,3,1900,0.16
HARYANA,8,BHIWANI-MAHENDRAGARH,9,ANAND KUMAR,BHARATHEEYA JAWAN KISAN PARTY,1642,26,1668,0.14
HARYANA,8,BHIWANI-MAHENDRAGARH,10,YOGBIR SINGH,INDEPENDENT,1473,5,1478,0.12
HARYANA,8,BHIWANI-MAHENDRAGARH,11,VARSHA,INDEPENDENT,993,60,1053,0.09
HARYANA,8,BHIWANI-MAHENDRAGARH,12,BALWAN,PEOPLES PARTY OF INDIA (DEMOCRATIC),854,3,857,0.07
HARYANA,8,BHIWANI-MAHENDRAGARH,13,ROHTASH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),637,3,640,0.05
HARYANA,8,BHIWANI-MAHENDRAGARH,14,JAI SINGH,INDEPENDENT,442,9,451,0.04
HARYANA,8,BHIWANI-MAHENDRAGARH,15,BHARAT BHUSHAN,BHARTIYA SHAKTI CHETNA PARTY,440,3,443,0.04
HARYANA,8,BHIWANI-MAHENDRAGARH,16,ENGINEER MAHAVIR SINGH YADAV,INDEPENDENT,406,9,415,0.04
HARYANA,8,BHIWANI-MAHENDRAGARH,17,JAGDISH,INDEPENDENT,219,10,229,0.02
HARYANA,8,BHIWANI-MAHENDRAGARH,18,NOTA,NONE OF THE ABOVE,5188,99,5287,0.45
HARYANA,9,GURGAON,1,RAO INDERJIT SINGH,BHARATIYA JANATA PARTY,805161,3175,808336,50.48
HARYANA,9,GURGAON,2,RAJ BABBAR,INDIAN NATIONAL CONGRESS,731696,1561,733257,45.79
HARYANA,9,GURGAON,3,RAHUL YADAV FAZILPURIA,JANNAYAK JANTA PARTY,13214,64,13278,0.83
HARYANA,9,GURGAON,4,VIJAY KHATANA,BAHUJAN SAMAJ PARTY,8900,46,8946,0.56
HARYANA,9,GURGAON,5,SORAB KHAN,INDIAN NATIONAL LOK DAL,4897,20,4917,0.31
HARYANA,9,GURGAON,6,AJAY KUMAR,INDEPENDENT,3527,1,3528,0.22
HARYANA,9,GURGAON,7,ASHOK JANGRA,INDEPENDENT,3002,3,3005,0.19
HARYANA,9,GURGAON,8,AZAD SINGH,INDEPENDENT,2744,1,2745,0.17
HARYANA,9,GURGAON,9,AKSHAT GAIT,INDEPENDENT,2549,1,2550,0.16
HARYANA,9,GURGAON,10,LAL CHAND YADAV,BHARATHEEYA JAWAN KISAN PARTY,2214,8,2222,0.14
HARYANA,9,GURGAON,11,SAMAY SINGH,INDEPENDENT,1885,2,1887,0.12
HARYANA,9,GURGAON,12,DHARMENDER THAKRAN,SWAYAM SHASHAN PARTY,1402,6,1408,0.09
HARYANA,9,GURGAON,13,VIJAY YADAV,JAN SEWAK KRANTI PARTY,1120,0,1120,0.07
HARYANA,9,GURGAON,14,ISHWAR SINGH SUTHANI,PEOPLES PARTY OF INDIA (DEMOCRATIC),1110,4,1114,0.07
HARYANA,9,GURGAON,15,COMRADE SARWAN KUMAR GUPTA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1066,8,1074,0.07
HARYANA,9,GURGAON,16,VANDNA GULIYA,RIGHT TO RECALL PARTY,980,20,1000,0.06
HARYANA,9,GURGAON,17,SAMPOORN ANAND,RASHTRIYA LOKSWARAJ PARTY,911,4,915,0.06
HARYANA,9,GURGAON,18,KUSHESHWAR  BHAGAT,INDEPENDENT,794,0,794,0.05
HARYANA,9,GURGAON,19,SINGH RAM,INDEPENDENT,789,2,791,0.05
HARYANA,9,GURGAON,20,ANWAR,SOCIAL DEMOCRATIC PARTY OF INDIA,572,6,578,0.04
HARYANA,9,GURGAON,21,FAUJI JAI KAWAR TYAGI (DIXIT),INDEPENDENT,469,5,474,0.03
HARYANA,9,GURGAON,22,AKASH VYAS,BHARTIYA SHAKTI CHETNA PARTY,436,3,439,0.03
HARYANA,9,GURGAON,23,VISHNU,INDEPENDENT,436,1,437,0.03
HARYANA,9,GURGAON,24,NOTA,NONE OF THE ABOVE,6377,40,6417,0.4
HARYANA,10,FARIDABAD,1,KRISHAN PAL,BHARATIYA JANATA PARTY,787332,1237,788569,53.6
HARYANA,10,FARIDABAD,2,MAHENDER PRATAP SINGH,INDIAN NATIONAL CONGRESS,614908,747,615655,41.84
HARYANA,10,FARIDABAD,3,KISHAN THAKUR,BAHUJAN SAMAJ PARTY,25164,42,25206,1.71
HARYANA,10,FARIDABAD,4,SUNIL TEWATIA,INDIAN NATIONAL LOK DAL,8057,28,8085,0.55
HARYANA,10,FARIDABAD,5,NALIN HOODA,JANNAYAK JANTA PARTY,5335,26,5361,0.36
HARYANA,10,FARIDABAD,6,SAWATANTAR SINGH CHAUHAN,JAN SHAKTI DAL,2951,4,2955,0.2
HARYANA,10,FARIDABAD,7,NEERAJ JATAV,INDEPENDENT,2104,4,2108,0.14
HARYANA,10,FARIDABAD,8,HARI SHANKER RAJVANS,ADIM BHARTIYA DAL,1584,0,1584,0.11
HARYANA,10,FARIDABAD,9,ATUL,INDEPENDENT,1456,2,1458,0.1
HARYANA,10,FARIDABAD,10,PANDIT SUMIT KUMAR SHARMA,AARAKSHAN VIRODHI PARTY,1439,5,1444,0.1
HARYANA,10,FARIDABAD,11,BRIJABALA,PEOPLES PARTY OF INDIA (DEMOCRATIC),1370,10,1380,0.09
HARYANA,10,FARIDABAD,12,SHYAM SUNDER SINGH,BHARTIYA SHAKTI CHETNA PARTY,1247,0,1247,0.08
HARYANA,10,FARIDABAD,13,MAHESH PRATAP SHARMA,RASHTRIYA VIKAS PARTY,1237,3,1240,0.08
HARYANA,10,FARIDABAD,14,SATAY DEO YADAV,BULAND BHARAT PARTY,953,2,955,0.06
HARYANA,10,FARIDABAD,15,RANDHEER SINGH ALIAS DHEERU KHATANA,AKHIL BHARTIYA KISAN MAJDOOR PARTY,919,5,924,0.06
HARYANA,10,FARIDABAD,16,SUNIL KUMAR,INDEPENDENT,888,1,889,0.06
HARYANA,10,FARIDABAD,17,BHARAT BHUSHAN KOLI,RASHTRA NIRMAN PARTY,807,1,808,0.05
HARYANA,10,FARIDABAD,18,SHIV NARAYAN BABA DUBEY,KISAN MAZDOOR SANGHARSH PARTY,769,2,771,0.05
HARYANA,10,FARIDABAD,19,GYAN CHAND BAINSLA,SAMRAT MIHIR BHOJ SAMAJ PARTY,751,5,756,0.05
HARYANA,10,FARIDABAD,20,RAJESH GAUTAM,INDEPENDENT,662,1,663,0.05
HARYANA,10,FARIDABAD,21,SWAMI RAJENDRA DEV JI,INDEPENDENT,660,3,663,0.05
HARYANA,10,FARIDABAD,22,GIRRAJ,INDEPENDENT,612,2,614,0.04
HARYANA,10,FARIDABAD,23,LEKHRAM DABANG,INDEPENDENT,610,5,615,0.04
HARYANA,10,FARIDABAD,24,SHAKILA HUSSAIN,LOKTANTRIK JANSHAKTI PARTY,547,4,551,0.04
HARYANA,10,FARIDABAD,25,NOTA,NONE OF THE ABOVE,6808,13,6821,0.46
HIMACHAL PRADESH,1,KANGRA,1,DR RAJEEV BHARDWAJ,BHARATIYA JANATA PARTY,622482,10311,632793,61.03
HIMACHAL PRADESH,1,KANGRA,2,ANAND SHARMA,INDIAN NATIONAL CONGRESS,374346,6552,380898,36.74
HIMACHAL PRADESH,1,KANGRA,3,REKHA CHAUDHARY,BAHUJAN SAMAJ PARTY,7478,275,7753,0.75
HIMACHAL PRADESH,1,KANGRA,4,ADVOCATE SANJAY SHARMA,INDEPENDENT,2304,15,2319,0.22
HIMACHAL PRADESH,1,KANGRA,5,DR KEHAR SINGH,INDEPENDENT,2129,49,2178,0.21
HIMACHAL PRADESH,1,KANGRA,6,JEEVAN KUMAR,AKHIL BHARTIYA PARIVAR PARTY,1441,35,1476,0.14
HIMACHAL PRADESH,1,KANGRA,7,NARAIN SINGH DOGRA,HIMACHAL JANTA PARTY,1125,46,1171,0.11
HIMACHAL PRADESH,1,KANGRA,8,BHUVNESH KUMAR,RASHTRIYA DEVBHUMI PARTY,701,55,756,0.07
HIMACHAL PRADESH,1,KANGRA,9,DEV RAJ BHARDWAJ,RASHTRIYA SAMAJ DAL (R),588,19,607,0.06
HIMACHAL PRADESH,1,KANGRA,10,ACHAL SINGH,INDEPENDENT,491,54,545,0.05
HIMACHAL PRADESH,1,KANGRA,11,NOTA,NONE OF THE ABOVE,6260,112,6372,0.61
HIMACHAL PRADESH,2,MANDI,1,KANGNA RANAUT,BHARATIYA JANATA PARTY,527463,9559,537022,52.87
HIMACHAL PRADESH,2,MANDI,2,VIKRAMADITYA SINGH,INDIAN NATIONAL CONGRESS,453760,8507,462267,45.51
HIMACHAL PRADESH,2,MANDI,3,DR. PRAKASH CHAND BHARDWAJ,BAHUJAN SAMAJ PARTY,4320,73,4393,0.43
HIMACHAL PRADESH,2,MANDI,4,NARENDER KUMAR,RASHTRIYA DEVBHUMI PARTY,2422,25,2447,0.24
HIMACHAL PRADESH,2,MANDI,5,RAKHEE GUPTA,INDEPENDENT,1014,37,1051,0.1
HIMACHAL PRADESH,2,MANDI,6,SUBHASH MOHAN SNEHI,INDEPENDENT,963,11,974,0.1
HIMACHAL PRADESH,2,MANDI,7,VINAY KUMAR,AKHIL BHARTIYA PARIVAR PARTY,674,16,690,0.07
HIMACHAL PRADESH,2,MANDI,8,MAHESH  SAINI,HIMACHAL JANTA PARTY,641,13,654,0.06
HIMACHAL PRADESH,2,MANDI,9,DINESH KUMAR BHATI,INDEPENDENT,375,6,381,0.04
HIMACHAL PRADESH,2,MANDI,10,ASHUTOSH MAHANT,INDEPENDENT,260,26,286,0.03
HIMACHAL PRADESH,2,MANDI,11,NOTA,NONE OF THE ABOVE,5586,59,5645,0.56
HIMACHAL PRADESH,3,HAMIRPUR,1,ANURAG SINGH THAKUR,BHARATIYA JANATA PARTY,593055,14013,607068,57.97
HIMACHAL PRADESH,3,HAMIRPUR,2,SATPAL RAIZADA,INDIAN NATIONAL CONGRESS,414828,9883,424711,40.55
HIMACHAL PRADESH,3,HAMIRPUR,3,HEM RAJ,BAHUJAN SAMAJ PARTY,2694,64,2758,0.26
HIMACHAL PRADESH,3,HAMIRPUR,4,JAGDEEP KUMAR,RASHTRIYA DEVBHUMI PARTY,1738,26,1764,0.17
HIMACHAL PRADESH,3,HAMIRPUR,5,SURENDER KUMAR GAUTAM,INDEPENDENT,1401,9,1410,0.13
HIMACHAL PRADESH,3,HAMIRPUR,6,SUBEDAR MAJOR KULWANT SINGH PATIAL,BHARATHEEYA JAWAN KISAN PARTY,1176,63,1239,0.12
HIMACHAL PRADESH,3,HAMIRPUR,7,NAND LAL,INDEPENDENT,978,41,1019,0.1
HIMACHAL PRADESH,3,HAMIRPUR,8,SUMIT RANA,AKHIL BHARTIYA PARIVAR PARTY,666,9,675,0.06
HIMACHAL PRADESH,3,HAMIRPUR,9,RAMESH CHAND SARTHI,INDEPENDENT,544,16,560,0.05
HIMACHAL PRADESH,3,HAMIRPUR,10,ARUN ANKESH SYAL,EKAM SANATAN BHARAT DAL,412,21,433,0.04
HIMACHAL PRADESH,3,HAMIRPUR,11,GARIB DASS KATOCH,INDEPENDENT,210,36,246,0.02
HIMACHAL PRADESH,3,HAMIRPUR,12,GOPI CHAND ATTARI,INDEPENDENT,168,34,202,0.02
HIMACHAL PRADESH,3,HAMIRPUR,13,NOTA,NONE OF THE ABOVE,5100,78,5178,0.49
HIMACHAL PRADESH,4,SHIMLA,1,SURESH KUMAR KASHYAP,BHARATIYA JANATA PARTY,513936,5812,519748,53.58
HIMACHAL PRADESH,4,SHIMLA,2,VINOD SULTANPURI,INDIAN NATIONAL CONGRESS,423388,4909,428297,44.16
HIMACHAL PRADESH,4,SHIMLA,3,ANIL KUMAR MANGET,BAHUJAN SAMAJ PARTY,6379,121,6500,0.67
HIMACHAL PRADESH,4,SHIMLA,4,SURESH KUMAR,RASHTRIYA DEVBHUMI PARTY,4766,48,4814,0.5
HIMACHAL PRADESH,4,SHIMLA,5,MADAN LAL,AKHIL BHARTIYA PARIVAR PARTY,4633,43,4676,0.48
HIMACHAL PRADESH,4,SHIMLA,6,NOTA,NONE OF THE ABOVE,5876,54,5930,0.61
KARNATAKA,1,CHIKKODI,1,PRIYANKA SATISH JARKIHOLI,INDIAN NATIONAL CONGRESS,710823,2638,713461,51.21
KARNATAKA,1,CHIKKODI,2,ANNASAHEB SHANKAR JOLLE,BHARATIYA JANATA PARTY,618168,4459,622627,44.69
KARNATAKA,1,CHIKKODI,3,KALLOLIKAR SHAMBHU KRISHNA,INDEPENDENT,25351,115,25466,1.83
KARNATAKA,1,CHIKKODI,4,SAMMED SARADAR VARDHAMANE,INDEPENDENT,5351,2,5353,0.38
KARNATAKA,1,CHIKKODI,5,SHRENIK ANNASAHEB JANGATE,INDEPENDENT,5179,2,5181,0.37
KARNATAKA,1,CHIKKODI,6,APPASAHEB SHRIPATI KURANE,SARVA JANATA PARTY,4635,19,4654,0.33
KARNATAKA,1,CHIKKODI,7,VILAS MANNUR,INDEPENDENT,4143,7,4150,0.3
KARNATAKA,1,CHIKKODI,8,SATTEPPA DASHARATH KALELI,BHARATHEEYA JAWAN KISAN PARTY,1304,15,1319,0.09
KARNATAKA,1,CHIKKODI,9,YASIN SHIRAJUDDIN PATAKI,INDEPENDENT,1279,2,1281,0.09
KARNATAKA,1,CHIKKODI,10,KASHINATH KALLAPPA KURANI,INDEPENDENT,1097,11,1108,0.08
KARNATAKA,1,CHIKKODI,11,MAHESH ASHOK KASAR,INDEPENDENT,1002,7,1009,0.07
KARNATAKA,1,CHIKKODI,12,MOHAN GURAPPA MOTANNAVAR,INDEPENDENT,938,8,946,0.07
KARNATAKA,1,CHIKKODI,13,KUMAR SAMBHAJI DONGARE,KARNATAKA RASHTRA SAMITHI,930,11,941,0.07
KARNATAKA,1,CHIKKODI,14,PAVANKUMAR BABURAV MALAGE,BAHUJAN BHARAT PARTY,655,11,666,0.05
KARNATAKA,1,CHIKKODI,15,DR|| KADAYYA HIREMATH (SWAMIJI),INDEPENDENT,642,5,647,0.05
KARNATAKA,1,CHIKKODI,16,BHIMASEN DATTU SANADI,INDEPENDENT,614,5,619,0.04
KARNATAKA,1,CHIKKODI,17,GAJANAN L. PUJARI,INDEPENDENT,591,9,600,0.04
KARNATAKA,1,CHIKKODI,18,JITENDRA SUBHASH NERLE,INDEPENDENT,452,5,457,0.03
KARNATAKA,1,CHIKKODI,19,NOTA,NONE OF THE ABOVE,2571,37,2608,0.19
KARNATAKA,2,BELGAUM,1,JAGADISH SHETTAR,BHARATIYA JANATA PARTY,756471,5558,762029,55.06
KARNATAKA,2,BELGAUM,2,MRINAL R HEBBALKAR,INDIAN NATIONAL CONGRESS,580897,2695,583592,42.17
KARNATAKA,2,BELGAUM,3,MAHADEV PATIL,INDEPENDENT,9425,78,9503,0.69
KARNATAKA,2,BELGAUM,4,BASAPPA GURUSIDDAPPA KUMBAR,KARNATAKA RASHTRA SAMITHI,5406,35,5441,0.39
KARNATAKA,2,BELGAUM,5,ASHOK APPAYA APPUGOL,BAHUJAN SAMAJ PARTY,4350,57,4407,0.32
KARNATAKA,2,BELGAUM,6,RAVI SHIVAPPA PADASALAGI,INDEPENDENT,3911,15,3926,0.28
KARNATAKA,2,BELGAUM,7,VIJAY S METHRANI,INDEPENDENT,2804,4,2808,0.2
